Longitude,Latitude,Remark
8.279506,47.035106,Kriens Gemeindehaus
8.296178,47.024512,Kriens Grabenhof
8.283643,47.033007,Kriens Grossfeldstrasse
8.29813,47.038792,Kriens Grosshofstrasse
8.286585,47.025132,Kriens Guetrüti
8.28425,47.028946,Kriens Himmelrichstrasse
8.282199,47.034034,Kriens Hofmatt-Bellpark
8.283983,47.032006,Kriens Johanneskirche
8.27243,47.031101,Kriens Josef Schryberstrasse
8.277433,47.031308,Kriens Kirchbühl
8.273886,47.029948,Kriens Klösterli
8.281769,47.032625,Kriens Krauerhalle
8.301959,47.027366,Kriens Mattenhof
8.303161,47.02276,Kriens Kuonimatt
8.292337,47.036964,Kriens Kupferhammer
8.291812,47.029546,Kriens Lauerzweg
8.279473,47.033847,Kriens Zentrum Pilatus
8.296504,47.030096,Kriens Nidfeld
8.285708,47.038776,KriensObere Dattenbergstrasse
8.275575,47.038715,Kriens Obere Weinhalde
8.283153,47.038633,Kriens Oberhusrain
8.280599,47.037734,Kriens Oberhusweg
8.299275,47.025668,Kriens Oberkuonimatt
8.277302,47.03049,Kriens Pilatus-Bahnen
8.299942,47.018088,Kriens Pilatusmarkt
8.285053,47.027285,Kriens Roggernhalde
8.302066,47.024189,Kriens Rosenstrasse
8.286823,47.034396,Kriens Schachenstrasse
8.273227,47.034091,Kriens Schappe-Center
8.268512,47.032947,Kriens Senti
8.28874,47.023344,Kriens Sidhalde
8.289402,47.030266,Kriens Sportweg
8.273272,47.033587,Kriens St. Niklausengasse
8.298909,47.027451,Kriens Sternmatt
8.270237,47.031351,Kriens Südstrasse
8.294017,47.040801,Kriens Unter-Dattenberg
8.294835,47.021968,Kriens Wiggenhof
8.273868,47.039762,Kriens Zumhof
8.26776,47.037072,Kriens Zumhofstrasse
8.285843,47.031507,Kriens Zunacher
8.257504,47.05305,Littau
8.258577,47.050901,Littau Dorf
8.265423,47.05105,Littau Matt
8.270396,47.060297,Littau Ruopigen Schulhaus
8.273859,47.062845,Littau Ruopigen Zentrum
8.269514,47.056013,Littau Schwimmbad
8.280675,47.064351,Littau Staffeln Schulhaus
8.267554,47.050153,Littau Blattenmoos
8.26039,47.048999,Littau Gasshof
8.282096,47.052575,Littau Grenzhof
8.274155,47.051436,Littau Längweiher
8.271357,47.050935,Littau Michaelshof
8.265531,47.05382,Littau Reformierte Kirche
8.277269,47.051953,Littau Rönnimoosrain
8.256967,47.055806,Littau Säntihof
8.262633,47.049361,Littau Schützenhaus
8.302797,47.035248,Luzern Allmend/Messe
8.295968,47.033608,Kriens Südpol
8.297002,47.047238,Luzern Berglistrasse
8.31884,47.037924,Luzern Bodenhofterrasse
8.304766,47.056202,Luzern Bramberg
8.304265,47.038979,Luzern Breitenlachen
8.339653,47.054189,Luzern Brüelstrasse
8.299517,47.053921,Luzern Brüggligasse
8.31175,47.04289,Luzern Brünigstrasse
8.307874,47.046517,Luzern Bundesplatz
8.353179,47.053119,Luzern Büttenen
8.355785,47.053881,Luzern Büttenenhalde
8.316441,47.057742,Luzern Dreilinden
8.350029,47.052083,Luzern Eggen
8.32023,47.040837,Luzern Eisfeldstrasse
8.32405,47.055425,Luzern Europe
8.314931,47.058815,Luzern Felsberg
8.3029,47.057215,Luzern Friedbergstrasse
8.29262,47.05883,Luzern Friedental
8.319768,47.06476,Luzern Gartenheim
8.315233,47.037817,Luzern Geissenstein
8.299775,47.05686,Luzern Geissmatthöhe
8.292582,47.046569,Luzern Gigeliwald
8.34472,47.053384,Luzern Giseli
8.300966,47.058884,Luzern Gopplismoosweg
8.288689,47.054982,Luzern Grenzweg
8.296219,47.052578,Luzern Gütsch
8.295144,47.047935,Luzern Gütschwald
8.326962,47.033346,Luzern Hirtenhof
8.302108,47.049709,Luzern Hirzenhof
8.352551,47.059529,Luzern Hochhüsliweid
8.308185,47.036503,Luzern Hubelmatt
8.301805,47.060299,Luzern Jugendherberge
8.28551,47.053764,Luzern Kanonenstrasse
8.306397,47.048796,Luzern Kantonalbank
8.297536,47.057597,Luzern Kantonsspital
8.313944,47.05723,Luzern Kapuzinerweg
8.315466,47.060925,Luzern Kloster
8.322284,47.05928,Luzern Konservatorium
8.291359,47.054036,Luzern Kreuzstutz
8.334905,47.057563,Luzern Leumatt
8.327289,47.058657,Luzern Lützelmattstrasse
8.311935,47.065584,Luzern Maihofmatte-Rotsee
8.330451,47.0351,Luzern Matthof
8.306764,47.038088,Luzern Mönchweg
8.304246,47.045978,Luzern Moosegg
8.316064,47.062062,Luzern Morgenweg
8.299406,47.055181,Luzern Mühlemattstrasse
8.288265,47.044056,Luzern Obergütsch
8.289606,47.044783,Luzern Obergütschhalde
8.288625,47.045978,Luzern Obergütschrain
8.290004,47.04666,Luzern Obergütschstrasse
8.321702,47.065528,Luzern Schulhaus Unterlöchli
8.345632,47.050498,Luzern Oberseeburg
8.348343,47.051233,Luzern Oberseeburghöhe
8.303439,47.043268,Luzern Paulusplatz
8.288894,47.057994,Luzern Reussport
8.330688,47.058855,Luzern Rigistrasse
8.312793,47.036657,Luzern Rodtegg
8.304955,47.060546,Luzern Rosenberg
8.348882,47.057417,Luzern Schädrütihalde
8.308882,47.061595,Luzern Schlossberg
8.344329,47.055942,Luzern Schlösslihalde
8.33923,47.056405,Luzern Schlösslirain
8.346767,47.045209,Luzern Seeburg-Schifflände
8.29738,47.044527,Luzern Sonnenbergstrasse
8.292591,47.056203,Luzern St. Karli
8.308167,47.040245,Luzern Steghof
8.299391,47.04194,Luzern Steinhof
8.295713,47.041544,Luzern Steinhofrain
8.295657,47.04544,Luzern Steinhofstrasse
8.312609,47.038296,Luzern Sternmatt
8.313247,47.041088,Luzern Tiefe
8.294538,47.047058,Luzern Untergütsch
8.297987,47.060301,Luzern Urnerhof
8.322476,47.039803,Luzern Wartegg
8.317189,47.042363,Luzern Weinbergli
8.313771,47.043369,Luzern Werkhofstrasse
8.309416,47.058821,Luzern Wesemlinrain
8.349615,47.056404,Luzern Würzenbach
8.344333,47.054638,Luzern Würzenbachmatte
8.300033,47.049176,Luzern Zähringerstrasse
8.303732,47.031211,Luzern Zihlmattweg
8.327982,47.034534,Luzern Zumbachhof
8.318413,47.063259,Luzern Zwyssigplatz
8.358119,47.051047,Meggen Buchmatt
8.353256,47.051454,Meggen Englisch Friedhof
8.364056,47.050342,Meggen Hochrüti
8.369014,47.049403,Meggen Klösterli
8.37176,47.046844,Meggen Piuskirche
8.259494,47.035188,Obernau Hammerschmiede
8.286189,47.058401,Reussbühl Fluhmühle
8.284105,47.063957,Reussbühl Schiff
8.390417,47.115561,Root Wilweg
8.102515,47.056479,Werthenstein Dorf
8.145403,47.03592,Schachen LU Dorf
7.426441,47.168931,Arch Gemeindezentrum
8.700164,46.106911,Brissago Co' di Campo
7.682188,46.497301,Kandersteg Talstat. Oeschinen
8.512986,47.180167,Zug Feldhof
8.570543,47.036384,Goldau Waage
8.560451,47.039577,Goldau Buosingen Camping
8.550765,47.042703,Goldau Bernerhöhe
8.546926,47.044809,Goldau Kehlmattli
7.449237,47.19176,Altreu Info Zentrum Witi
7.447997,47.194783,Altreu Mitte
7.450426,47.199945,Selzach Hexengässli
7.455733,47.204181,Selzach Passionsplatz
7.453529,47.206089,Selzach Pfarreizentrum
7.456739,47.213104,Selzach Bäriswil
7.470709,47.220441,Lommiswilstrasse
7.472018,47.223382,Lommiswil Kirche
7.801051,47.318593,Egerkingen Gäupark Kreisel
7.786435,47.312414,Neuendorf Industrie
7.771605,47.305361,Oberbuchsiten
7.816152,47.318032,Härkingen Briefzentrum
7.814716,47.315087,Härkingen Lischmatte
8.050616,47.311622,Schöftland Nordweg
6.908041,47.059187,Cernier Evologia
9.299648,47.406617,St. Gallen Im Feld
9.427487,47.053009,Sargans Stadterwingert
9.493054,47.086065,Weite alte Gasse
9.418482,47.055513,Mels Oberheiligkreuz
9.496311,47.091639,Weite Weitegartenweg
9.358157,47.420955,St. Gallen Stahl KV-Schule
9.303428,47.40482,St. Gallen Biderstrasse
9.345461,47.410684,St. Gallen Hechtacker
9.341732,47.409072,St. Gallen Bernhardswies
9.33471,47.406902,St. Gallen Walserstrasse
9.331145,47.40652,St. Gallen Rickenweg
9.32796,47.405276,St. Gallen Hinterbergstrasse
9.326245,47.404009,St. Gallen Hinterberg
9.363688,47.412613,St. Gallen Solitüdenstrasse
9.362403,47.411518,St. Gallen Fähnernstrasse
9.362377,47.407497,St. Gallen Hafnerwaldstrasse
9.363047,47.408818,St. Gallen Oberhofstettenweg
9.35953,47.407581,St. Gallen Oberhofstetten
9.331394,47.423204,Abtwil SG St. Josefen
7.572935,47.093226,Kirchberg BE Industrie Neuhof
9.377645,47.422096,St. Gallen Mühlegg Talstation
9.871298,46.530521,Samedan Golf
7.614571,47.247197,Attiswil Post
7.690637,47.271566,Niederbipp Braui-Kreisel
7.459602,47.175137,Leuzigen Schulhaus
7.620798,47.213817,Deitingen Feuerwehrmagazin
7.591322,47.200359,Derendingen Löhr
7.595658,47.239039,Flumenthal Post
7.528107,47.200838,Solothurn Kofmehl
9.036113,47.472948,Bronschhofen Im Mösli
9.030554,47.466332,Bronschhofen Bildfeld Süd
9.033101,47.468978,Bronschhofen Bildfeld Mitte
9.034803,47.471311,Bronschhofen Bildfeld Nord
9.037205,47.463811,Wil SG Gallusstrasse
9.033929,47.465179,Wil SG Zürcherstrasse
7.781895,47.221141,Langenthal Bäregg
7.799426,47.214935,Langenthal Elzmatte
7.797267,47.213925,Langenthal Elzweg
7.780776,47.223834,Langenthal Gaswerkstrasse
7.786078,47.222927,Langenthal Hardau
7.784718,47.224883,Langenthal Nencki
7.793091,47.213282,Langenthal Passhöchi
7.777752,47.202813,Langenthal Sängeli
7.778358,47.221385,Langenthal Schulen Hard
7.784332,47.204062,Langenthal Schwimmbad
7.796325,47.217104,Langenthal Waldhof
7.685237,47.229573,Walliswil b. Wangen Stalden
7.653984,47.230049,Wangen a.d. Aare Unterführung
7.650589,47.253181,Wiedlisbach Kirchgasse
8.608759,47.764578,Merishausen Eichwis
8.722232,47.710325,Dörflingen Neuhus
7.673182,47.181458,Aeschi SO Ost
7.513016,47.224892,Langendorf Sunnerain
7.529692,47.201467,Solothurn Casablanca
7.534682,47.202092,Solothurn Schiffländte
7.529759,47.210219,Solothurn Zentralbibliothek
7.618794,47.194958,Subingen Kirche
7.562003,47.21429,Zuchwil Amselweg
7.551903,47.200998,Zuchwil Buchenweg
7.560343,47.204101,Zuchwil Martinshof
7.222074,47.131677,Biel/Bienne Räblus Vingelz
7.250487,47.166483,Frinvillier bif. sur Bienne
7.135091,47.083806,Ligerz
7.237822,47.163817,Orvin Petit-Moulin
7.336365,47.191652,Romont BE rte de Vauffelin
7.192506,47.112548,Tüscherz Dorfweg
7.156242,47.093485,Twann
7.312419,47.190368,Vauffelin Champs-Verlets
9.032514,47.516672,Tobel TG Gemeindehaus
9.030294,47.509056,Tägerschen Kreuzstrasse
9.125299,47.562883,Weinfelden Firehouse
9.062809,47.121943,Nieder- und Oberurnen
7.570797,47.521723,Bottmingen Talholzstrasse
7.572147,47.51995,Bottmingen Drosselstrasse
7.571068,47.518512,Bottmingen Sichelweg
7.568182,47.516429,Oberwil BL Hochletten
7.56437,47.51565,Oberwil BL Hallenrain
7.567353,47.513857,Oberwil BL Lätten
7.565361,47.513797,Oberwil BL Goldbrunnen
7.562086,47.515527,Oberwil BL Bottmingerstrasse
7.561018,47.512929,Oberwil BL Langegasse
7.560483,47.511023,Oberwil BL Drei Linden
7.558835,47.510188,Oberwil BL Bleimatt
8.22331,47.303247,Tennwil Strandbad
8.228151,47.151305,Hildisrieden Dorf
8.226379,47.151847,Hildisrieden Waldmatt
8.283661,47.070905,Emmenbrücke Ost
8.294806,47.075374,Emmen Lindenfeldring
7.436019,46.943761,Bern Monbijou
7.435901,46.939974,Bern Sulgenau
7.436334,46.936924,Bern Wander
7.43342,46.93249,Bern Zieglerspital
7.434405,46.928559,Spiegel Hohliebe
7.435679,46.926571,Spiegel Spiegel
7.431412,46.924996,Spiegel Steingrubenweg
7.427473,46.922477,Spiegel Weidli
7.425176,46.921173,Spiegel Blinzern
7.438685,46.926733,Spiegel Jurablick
7.440891,46.927219,Spiegel Gartenstrasse
7.443557,46.926346,Spiegel Gurten-Gartenstadt
7.469239,46.949361,Bern Bitziusstrasse
7.441996,46.965907,Bern Aeussere Enge
7.411668,46.943937,Bern Steigerhubel
7.453251,46.942375,Bern Luisenstrasse
7.497911,46.959272,Ostermundigen Sportplatzweg
7.447764,46.967292,Bern Pillonweg
7.427468,46.945685,Bern Kaufmännischer Verband
7.427206,46.944498,Bern Brunnhof
7.425617,46.941628,Bern Cäcilienstrasse
7.423779,46.940287,Bern Pestalozzi
7.421914,46.940188,Bern Munzinger
7.418604,46.940736,Bern Fischermätteli
7.432525,46.944273,Bern Hasler
7.432211,46.937509,Bern Beaumont
7.445465,46.963001,Bern Haldenstrasse
7.447554,46.963919,Bern Grimselstrasse
7.469642,46.943352,Bern Sonnenhof
7.449615,46.95289,Bern Kursaal
7.451007,46.954734,Bern Viktoriaplatz
7.439946,46.933992,Bern Schönegg
7.445146,46.931662,Bern Sandrain
7.448264,46.967975,Bern Jaunweg
7.422541,46.951306,Bern Güterbahnhof
7.446792,46.965169,Bern Sustenweg
7.439118,46.953781,Bern Henkerbrünnli
7.437765,46.956669,Bern Bierhübeli
7.436241,46.958522,Bern Engeried
7.43431,46.960609,Bern Brückfeld
7.450537,46.969073,Bern Wylergut
7.452661,46.948051,Bern Rathaus
7.456352,46.948617,Bern Nydegg
7.459439,46.948391,Bern Bärenpark
7.458952,46.944677,Bern Liebegg
7.461303,46.944784,Bern Seminar
7.464325,46.946376,Bern Tavelweg
7.429752,46.954896,Bern Unitobler
7.445964,46.963901,Bern Dändlikerweg
7.421295,46.944443,Bern Loryplatz
7.414991,46.944172,Bern Schlossmatte
7.399006,46.944671,Bern Stöckacker (Tram)
7.380848,46.937575,Bern Bümpliz
7.377553,46.94781,Bern Gäbelbach
7.38831,46.948903,Bern Tscharnergut
7.391016,46.948716,Bern Blumenfeld
7.443926,46.947044,Bern Bundesplatz
7.466981,46.952537,Bern Galgenfeld
7.473024,46.953749,Bern Schosshaldenfriedhof
7.500958,46.958262,Ostermundigen Oberfeld
7.505633,46.956236,Ostermundigen Rüti
7.428336,46.938975,Bern Weissensteinstrasse
7.425172,46.93624,Bern Dübystrasse
7.417057,46.932928,Liebefeld Sportweg
7.416494,46.929249,Liebefeld Neuhausplatz
7.416971,46.919148,Köniz Sandwürfi Friedhof
7.416646,46.912851,Schliern Eichmatt
7.420643,46.930914,Liebefeld Liebefeld Park
7.447366,46.936789,Bern Ka-We-De
7.450452,46.938264,Bern Tierpark
7.447406,46.939218,Bern Tillierstrasse
7.472775,46.932638,Bern Elfenau
7.439237,46.961256,Bern Innere Enge
7.44356,46.968299,Bern Rossfeld
7.441589,46.972671,Bern Felsenaustrasse
7.437318,46.975595,Bremgarten BE Post
7.434032,46.975468,Bremgarten BE Kunoweg
7.427133,46.975144,Bremgarten BE Stuckishaus
7.485426,46.954141,Ostermundigen Oberdorf
7.485213,46.950903,Ostermundigen Waldheimstrasse
7.483962,46.947809,Ostermundigen Tiefenmösli
7.416661,46.937876,Bern Hardegg Vidmar
7.441642,46.975415,Bern Fährstrasse
7.432063,46.963001,Bern Neufeld P+R
7.440839,46.939785,Bern Monbijoubrücke
7.375112,46.946234,Bern Ramuzstrasse
7.450957,46.964854,Bern Wylerbad
7.453728,46.960878,Bern Schützenweg
7.449643,46.964647,Bern Schulhaus Wylergut
7.384992,46.930318,Bern Hohliebi
7.380203,46.92768,Niederwangen Guetmatt
7.386159,46.932054,Bern Hallmattstrasse
7.390293,46.935609,Bern Technopark
7.451627,46.963397,Bern Wylerhuus
7.450813,46.966212,Bern Scheibenrain
7.462266,46.924347,Wabern Lindenweg
7.482856,46.960573,Ostermundigen Milchstrasse
7.473596,46.943126,Bern Spital Sonnenhof
7.473256,46.945258,Bern Giacomettistrasse
7.478142,46.946201,Bern Weltistrasse
7.480006,46.944329,Bern Dunkerstrasse
7.483159,46.944688,Bern Dennigkofengässli
7.384353,46.926854,Niederwangen Ried
7.394271,46.921165,Köniz Leen
7.402884,46.920007,Köniz Landorf
7.407781,46.92072,Köniz Mösliweg
7.412112,46.922088,Köniz Weiermatt
7.428535,46.930717,Liebefeld Steinhölzli Märit
7.435744,46.93096,Liebefeld Lerbermatt
7.443491,46.929899,Wabern Morillon
7.454403,46.930393,Wabern Camping Eichholz
7.455151,46.927208,Wabern Weyerstrasse
7.460297,46.926164,Wabern Alpenstrasse
7.369891,46.920883,Niederwangen Erle
7.374301,46.922055,Niederwangen Meriedweg
7.458432,46.924491,Wabern Bächtelen
7.387081,46.942975,Bern Brünnenstrasse
7.384124,46.944548,Bern Stapfenacker
7.457344,46.929268,Wabern Weyergut
7.445108,46.945056,Bern Dalmazibrücke
7.456812,46.947627,Bern Mühlenplatz
7.452726,46.946054,Bern Badgasse
7.443663,46.943086,Bern Marzilistrasse
7.44097,46.94081,Bern Dampfzentrale
7.505542,46.881908,Belp Greulebach
7.414329,46.926595,Liebefeld Sägestrasse
7.415271,46.934079,Liebefeld Neumattweg
7.457732,46.949246,Bern Läuferplatz
7.422039,46.920021,Köniz Stapfenrain
7.505389,46.896418,Belp Eissel
7.463449,46.926451,Wabern Friedhof Nesslerenholz
7.472878,46.950808,Bern Zentrum Paul Klee
7.464386,46.966597,Bern Wankdorf
8.03767,47.391958,Aarau Allmendweg
8.063122,47.390303,Aarau Bavaria
8.05504,47.397029,Aarau Berufsschule
8.046732,47.379354,Aarau Binzenhofstrasse
8.050706,47.387545,Aarau Buchenhof
8.033762,47.385916,Aarau Dammweg
8.06228,47.398762,Aarau Delfterstrasse
8.047772,47.38112,Aarau Dossenstrasse
8.052505,47.385062,Aarau Dufourstrasse
8.046798,47.388636,Aarau Friedhof
8.056073,47.391276,Aarau Gais
8.055421,47.3784,Aarau General Guisanstrasse
8.049857,47.380498,Aarau Hans Hässigstrasse
8.053904,47.383454,Aarau Heinerich-Wirri-Strasse
8.055591,47.387366,Aarau Herzogplatz
8.041342,47.391075,Aarau Hirslanden Klinik
8.03872,47.387581,Aarau Ifang
8.052254,47.379397,Aarau Käfergrund
8.057364,47.381519,Aarau Keba
8.065391,47.399726,Aarau Neumattstrasse
8.047667,47.389324,Aarau Obere Vorstadt
8.042302,47.386924,Aarau Pestalozzistrasse
8.06073,47.387393,Aarau Spital
8.044855,47.384302,Aarau Tannerstrasse
8.059063,47.397772,Aarau Tellizentrum
8.044234,47.382137,Aarau Wallerplatz
8.048806,47.378875,Aarau Wasserfluhweg
8.031039,47.38521,Aarau Wöschnauring
8.043346,47.385506,Aarau Zelglistrasse
7.899418,47.320015,Aarburg Stadtgarten
8.208408,47.371168,Ammerswil AG Kirche
8.286656,47.465073,Baden Alterszentrum
8.279313,47.470415,Baden Baldegg
8.285486,47.456555,Baden Baregg
8.299824,47.473889,Baden Belvédère
8.295682,47.473713,Baden Birkenweg
8.306144,47.463624,Baden Brunnmatt
8.287759,47.473511,Baden Eichtal
8.290641,47.473696,Baden Föhrenweg
8.311845,47.47889,Baden Freihof
8.30511,47.4759,Baden Gartenstrasse
8.309856,47.478122,Baden Grand Casino
8.287816,47.463787,Baden Kehl
8.293121,47.484381,Baden Kraftwerk
8.305998,47.466108,Baden Kreuzliberg
8.30725,47.481002,Baden Langmatt
8.306797,47.460561,Baden Liebenfels
8.303213,47.473432,Baden Lindeli
8.28378,47.475222,Baden Müntzbergstrasse
8.28097,47.475377,Baden Münzlishausen
8.291959,47.468191,Baden Obere Kehlstrasse
8.304598,47.469734,Baden Oberstadt
8.286014,47.450542,Baden Pinte
8.296432,47.483997,Baden Roggebode
8.30142,47.480686,Baden Römerstrasse
8.284057,47.451726,Baden Rüteli
8.304712,47.474266,Baden Rütistrasse
8.308186,47.47657,Baden Ost
8.29912,47.468938,Baden Schadenmühle
8.307266,47.473905,Baden Schlossbergplatz
8.311962,47.464975,Baden Schwimmbad
8.28895,47.465883,Baden Spitalmatt
8.302789,47.474335,Baden St. Ursus
8.312903,47.481086,Baden Thermalbaden
8.306873,47.478271,Baden Trafo
8.293361,47.467164,Baden Ziegelhau
8.392552,47.393064,Bergdietikon Baltenschwil
8.389576,47.391127,Bergdietikon Bergli
8.38813,47.388036,Bergdietikon Bernold
8.393134,47.394498,Bergdietikon Dünni
8.390713,47.393214,Bergdietikon Rietwies
8.385359,47.389363,Bergdietikon Vorbühl
8.221851,47.421061,Brunegg Vianco
8.083055,47.391417,Buchs AG Altersheim
8.070283,47.389985,Buchs AG Brauerei
8.066922,47.386891,Buchs AG Brummelstrasse
8.077723,47.389674,Buchs AG Fabrikweg
8.074227,47.388614,Buchs AG Gysistrasse
8.087862,47.389123,Buchs AG Heuweg
8.088363,47.386755,Buchs AG Industrie
8.065967,47.390081,Buchs AG Torfeld
8.080722,47.391268,Buchs AG Trieschweg
8.089589,47.38521,Buchs AG Wynenfeld
8.404133,47.404292,Dietikonstrasse
8.393229,47.407963,Dietikon Gjuchstrasse
8.403685,47.40515,Dietikon Kirchplatz
8.394478,47.399281,Dietikon Marmori-Weiher
8.398173,47.405862,Dietikon Oetwilerstrasse
8.400697,47.402549,Dietikon Stadthaus
8.22749,47.365984,Dintikon Ammerswilerstrasse
8.225714,47.3614,Dintikon Oberdorf
8.229392,47.363893,Dintikon Schule
8.328045,47.484433,Ennetbaden Aeusserer Berg
8.326242,47.482171,Ennetbaden Friedhof
8.323498,47.480726,Ennetbaden Gärtnerweg
8.320862,47.480962,Ennetbaden Geissbergstrasse
8.314951,47.478129,Ennetbaden Gemeindehaus
8.317369,47.479163,Ennetbaden Kirche
8.324364,47.483319,Ennetbaden Neuacker
8.321522,47.482351,Ennetbaden Rebhalde
8.313824,47.478965,Ennetbaden Schiefe Brücke
8.32347,47.482229,Ennetbaden Schlieren
8.370297,47.164904,Fenkrieden Kreuzstrasse
8.281294,47.443921,Fislisbach Sommerhalde
8.353531,47.433334,Killwangen
8.348558,47.433976,Killwangen Mühlehalde
8.380518,47.394197,Kindhausen AG Eichholz
8.161796,47.388325,Lenzburg General Herzog-Str.
8.17858,47.387562,Lenzburg Poststrasse
8.324252,47.451911,Neuenhof Eich
8.334254,47.443415,Neuenhof Kirchfeld
8.310926,47.454387,Neuenhof Klosterrüti
8.321803,47.453711,Neuenhof Kreuzstein
8.326989,47.449794,Neuenhof Landhaus
8.331029,47.446363,Neuenhof Posthorn
8.309907,47.45855,Neuenhof Webermühle
8.29955,47.484828,Rieden AG Boldi
8.291623,47.486983,Nussbaumen AG Markthof
8.216808,47.405129,Othmarsingenstrasse
8.207168,47.397215,Othmarsingen Högern
7.790782,47.55483,Rheinfelden Untere Marktgasse
8.084922,47.403387,Aarau Rohr Gemeindehaus
8.075069,47.400357,Aarau Rohr Quellhölzli
8.080587,47.402044,Aarau Rohr Rigistrasse
8.072133,47.39852,Aarau Rohr Salamatt
8.087916,47.404441,Aarau Rohr Unterdorf
8.139881,47.382649,Schafisheim Talhard
8.166977,47.36424,Seon Birren Nord
8.166755,47.362497,Seon Birren Süd
8.391253,47.192222,Sins Bachtal
8.380209,47.187042,Sins Brand
8.37952,47.414209,Spreitenbach ASP
8.359549,47.429472,Spreitenbach Breiti
8.372085,47.417949,Spreitenbach Brüel
8.367125,47.419275,Spreitenbach Dorf
8.369822,47.430254,Spreitenbach Fegistrasse
8.365513,47.426394,Spreitenbach Furttalstrasse
8.368884,47.431934,Spreitenbach Härdlistrasse
8.375475,47.420071,Spreitenbach IKEA
8.364399,47.427086,Spreitenbach Interio
8.363111,47.423184,Spreitenbach Langäcker
8.361189,47.425466,Spreitenbach Rotzenbühl
8.368775,47.420413,Spreitenbach Shopping Center
8.081889,47.371581,Suhr
8.069857,47.384222,Suhr Bühlstrasse
8.066908,47.383429,Suhr Feld
8.062847,47.384908,Suhr Fliederweg
8.077701,47.378989,Suhr Grillenweg
8.063347,47.386956,Suhr Lindenfeld
8.079704,47.377089,Suhr Mattenweg
8.07299,47.381471,Suhr Waldhofweg
7.900854,47.359135,Trimbach Schilla
8.251763,47.489653,Turgi Gehling
8.321035,47.461803,Wettingen Albisstrasse
8.327914,47.462326,Wettingenstrasse
8.337984,47.467995,Wettingen Brunnenwiese
8.337246,47.46121,Wettingen Busgarage
8.333819,47.459348,Wettingen Halbartenstrasse
8.334401,47.456906,Wettingen Hardstrasse
8.330518,47.461028,Wettingen Jurastrasse
8.34184,47.459151,Wettingen Kreuzkapelle
8.317955,47.469642,Wettingen Langenstein
8.335116,47.467811,Wettingen Märzengasse
8.325188,47.464298,Wettingen Rathaus
8.329384,47.464572,Wettingen Rebstock
8.315221,47.459085,Wettingen
8.332079,47.467861,Wettingen Schönenbühlstrasse
8.333041,47.462763,Wettingen Sonne
8.329593,47.467574,Wettingen St. Sebastian
8.313745,47.462883,Wettingen Stadion
8.322933,47.467455,Wettingen Staffelstrasse
8.338026,47.454818,Wettingen Tägi
8.329717,47.459128,Wettingen Tägipark
8.320997,47.468333,Wettingen Winkelried
8.359903,47.446137,Würenlos
8.367637,47.444825,Würenlos Büntenstrasse
8.349946,47.453124,Würenlos Flüefeld
8.362817,47.442111,Würenlos Post
8.364547,47.441746,Würenlos Raiffeisenbank
8.479171,47.391129,Zürich Farbhof
9.247918,47.408753,Gossau SG Multstrasse
9.249824,47.409856,Gossau SG Talstrasse
9.252386,47.408035,Gossau SG Geissberg
9.25557,47.403855,Gossau SG Fennhof
9.263285,47.397382,Herisau Tüfi
9.266192,47.394826,Herisau Stelz
9.271537,47.392285,Herisau Kreuzweg
9.277445,47.387279,Herisau Wiesental
9.235549,47.418041,Gossau SG Eichen
9.202704,47.436873,Niederwil SG Harschwilerstr.
9.192945,47.439675,Niederwil SG Oberhus
9.17006,47.44952,Oberbüren Unterzil
9.25984,47.4183,Gossau SG Hofegg
9.263611,47.419257,Gossau SG Friedhof
9.26988,47.416908,Gossau SG Vogelsangweg
9.28493,47.393386,Herisau Rütihalde
9.29195,47.39563,Herisau Nordhalde
9.288506,47.393751,Herisau Talweg
9.283914,47.391216,Herisau Friedhof
9.281313,47.38881,Herisau Ebnet
9.283178,47.386405,Herisau Migros/Spital
9.289894,47.389833,Herisau Sportzentrum
9.299012,47.392206,Herisau Obermoosberg
9.306871,47.387752,Herisau Saum
9.304731,47.389828,Herisau Ufem Berg
9.277629,47.384541,Herisau Post/Casino
9.277369,47.381999,Herisau Sonnenberg
9.279786,47.375672,Herisau Wilen
9.281927,47.370933,Herisau Säge
9.267836,47.385605,Herisau Huebstrasse
9.264681,47.387833,Herisau Psych. Zentrum
9.259855,47.389267,Herisau Tüfenau
9.255006,47.393545,Herisau Ramsenhof
9.25161,47.393032,Herisau Ramsen
9.242907,47.384846,Herisau Schachen
9.27842,47.384808,Herisau Gemeindehaus
9.282094,47.384173,Herisau Bergstrasse
9.28437,47.384128,Herisau Steinegg
9.287677,47.384741,Herisau Dreilinden
9.29084,47.38505,Herisau Scheibe
9.292776,47.384731,Herisau Egg
9.295734,47.382938,Herisau Witenschwendi
9.298809,47.381854,Herisau Rohren
8.265175,47.062314,Littau Schachenhof
8.268872,47.066407,Littau Staldenhof
8.276338,47.070698,Reussbühl Rothenhalde
8.313103,47.093605,Emmen Hasli
8.29147,47.075966,Emmen Lindenheim
8.287969,47.080184,Emmen Schwimmbad Mooshüsli
8.278258,47.079005,Emmenbrücke Zentrum Gersag
8.281692,47.080482,Emmenbrücke Sportplatz
8.265304,47.080907,Emmenbrücke Listrig
8.295088,47.072449,Emmenbrücke Schwanderhofstr.
8.291837,47.070863,Emmenbrücke Sedelstrasse
8.263683,47.084256,Emmenbrücke Chörbli
