Id;Label;Longitude;Latitude
1383;Winterthur Wülflingen;8.68297;47.515109
1384;Pfungen;8.646284;47.516235
1385;Embrach-Rorbas;8.587119;47.520507
1386;Bauma;8.878783;47.36846
1387;Steg;8.932358;47.353854
1388;Fischenthal;8.922528;47.333605
1389;Gibswil;8.915577;47.313876
1390;Wald;8.913989;47.272685
1391;Tann-Dürnten;8.852704;47.268371
1392;Rämismühle-Zell;8.820088;47.441142
1393;Saland;8.854319;47.394122
1394;Zweidlen;8.468412;47.570571
1395;Kaiserstuhl AG;8.418339;47.566517
1396;Rümikon AG;8.374681;47.565645
1397;Mellikon;8.352497;47.568484
1398;Dinhard;8.752957;47.553347
1399;Thalheim-Altikon;8.75764;47.569602
1400;Ossingen;8.72417;47.614502
1401;Stammheim;8.788948;47.635219
1402;Tägerwilen Dorf;9.139716;47.654014
1403;Kreuzlingen Bernrain;9.162839;47.642473
1404;Lengwil;9.190487;47.625597
1405;Siegershausen;9.168238;47.610917
1406;Berg;9.17451;47.582253
1407;Kehlhof;9.169768;47.572185
1408;St-Cergue;6.16037;46.448598
1409;La Chèvrerie-Monteret;6.183516;46.448461
1410;Arzier;6.21166;46.458621
1411;Bassins;6.222318;46.460553
1412;Le Muids;6.215442;46.454289
1413;La Joy-Clinique;6.216767;46.446332
1414;Sus-Châtel;6.20587;46.438477
1415;Genolier;6.214575;46.436232
1416;Givrins;6.205231;46.428835
1417;Trélex;6.206434;46.413706
1418;L'Asse;6.211763;46.401807
1419;La Vuarpillière;6.217264;46.398907
1420;Les Plantaz;6.229037;46.391143
1421;La Cure;6.073578;46.46513
1422;La Givrine;6.111452;46.454586
1423;Les Pralies;6.126882;46.451166
1424;St-Cergue Les Cheseaux;6.147291;46.446866
1425;Orbe;6.530109;46.724389
1426;St-Eloi;6.532572;46.720298
1427;Les Granges (Orbe);6.541482;46.720962
1428;Le Pont;6.324657;46.668677
1429;Les Charbonnières;6.31709;46.664293
1430;Le Séchey;6.306014;46.658453
1431;Le Lieu;6.283447;46.646908
1432;Les Esserts-de-Rive;6.260519;46.632027
1433;Le Rocheray;6.250302;46.624498
1434;Le Solliat-La Golisse;6.239012;46.614362
1435;Le Sentier-L¿Orient;6.231301;46.605819
1436;Chez-le-Maître-Ecoles;6.221959;46.599332
1437;Le Brassus;6.214291;46.585781
1438;Davos Platz;9.820599;46.791875
1439;Davos Dorf;9.841759;46.809754
1440;Davos Wolfgang;9.854553;46.831966
1441;Davos Laret;9.87191;46.848094
1442;Klosters Platz;9.881198;46.869207
1443;Klosters Dorf;9.874975;46.884207
1444;Saas im Prättigau;9.809946;46.907649
1445;Küblis;9.771995;46.91427
1446;Fideris;9.733756;46.922368
1447;Jenaz;9.718638;46.929483
1448;Furna;9.708945;46.939781
1449;Schiers;9.688579;46.967972
1450;Grüsch;9.646016;46.980516
1451;Seewis-Pardisla;9.632608;46.976999
1452;Malans;9.573023;46.978371
1453;Cavadürli;9.868025;46.870405
1454;Samedan;9.872905;46.533771
1455;Celerina;9.858444;46.513983
1456;St. Moritz;9.845283;46.497676
1457;Bever;9.888093;46.549789
1458;Bergün/Bravuogn;9.746751;46.631069
1459;Filisur;9.682124;46.675099
1460;Alvaneu;9.649915;46.671103
1461;Surava;9.620944;46.666865
1462;Tiefencastel;9.57205;46.664093
1463;Thusis;9.440284;46.697987
1464;Cazis;9.432945;46.719874
1465;Rodels-Realta;9.433446;46.735532
1466;Rothenbrunnen;9.419432;46.767684
1467;Rhäzüns;9.398727;46.799346
1468;Bonaduz;9.397762;46.810295
1469;Reichenau-Tamins;9.414805;46.824354
1470;Ems Werk;9.430393;46.828645
1471;Domat/Ems;9.453164;46.833141
1472;Felsberg;9.480546;46.842941
1473;Preda;9.777318;46.588157
1474;Spinas;9.845335;46.559846
1475;Chur West;9.512723;46.849938
1476;Scuol-Tarasp;10.286214;46.793776
1477;Ftan Baraigla;10.265755;46.790765
1478;Ardez;10.201048;46.773546
1479;Guarda;10.150534;46.771517
1480;Lavin;10.110967;46.76957
1481;Sagliains;10.096581;46.763399
1482;Untervaz-Trimmis;9.559173;46.918987
1483;Zizers;9.559589;46.934843
1484;Igis;9.564754;46.949829
1485;Landquart Ried;9.560866;46.957199
1486;La Punt-Chamues-ch;9.923861;46.578722
1487;Madulain;9.938357;46.58708
1488;Zuoz;9.961463;46.599954
1489;S-chanf;9.981823;46.611939
1490;Cinuos-chel-Brail;10.021923;46.638532
1491;Zernez;10.089941;46.697668
1492;Susch;10.079326;46.75208
1493;Arosa;9.679544;46.783967
1494;Litzirüti;9.703268;46.797952
1495;Langwies GR;9.707143;46.819329
1496;Peist;9.671632;46.829504
1497;St. Peter-Molinis;9.653851;46.829148
1498;Lüen-Castiel;9.613335;46.831708
1499;Chur Altstadt;9.530955;46.847538
1500;Chur Wiesental;9.53075;46.861883
1501;Haldenstein;9.533122;46.876984
1502;Celerina Staz;9.865121;46.509656
1503;Punt Muragl Staz;9.880411;46.507348
1504;Pontresina;9.896082;46.491035
1505;Surovas;9.905687;46.485634
1506;Morteratsch;9.940414;46.450718
1507;Bernina Suot;9.970081;46.445209
1508;Bernina Diavolezza;9.982799;46.44154
1509;Bernina Lagalb;9.99194;46.436609
1510;Ospizio Bernina;10.019711;46.408763
1511;Alp Grüm;10.031149;46.37475
1512;Cavaglia;10.044146;46.364317
1513;Poschiavo;10.054334;46.324803
1514;Le Prese;10.077861;46.29216
1515;Miralago;10.099561;46.273119
1516;Brusio;10.125279;46.259307
1517;Campocologno;10.142072;46.233217
1518;Tirano;10.166771;46.215161
1519;Li Curt;10.063212;46.311187
1520;Sumvitg-Cumpadials;8.931326;46.724078
1521;Rabius-Surrein;8.957496;46.732577
1522;Trun;8.990444;46.742543
1523;Tavanasa-Breil/Brigels;9.06243;46.754768
1524;Waltensburg/Vuorz;9.120152;46.76956
1525;Rueun;9.145614;46.774698
1526;Ilanz;9.207437;46.775359
1527;Castrisch;9.23308;46.778494
1528;Valendas-Sagogn;9.275459;46.791794
1529;Versam-Safien;9.310047;46.807312
1530;Trin;9.359521;46.816578
1531;Davos Frauenkirch;9.799247;46.766606
1532;Davos Glaris;9.780302;46.745947
1533;Davos Monstein;9.760201;46.716363
1534;Davos Wiesen;9.71584;46.695488
1535;Punt Muragl;9.881194;46.50968
1536;Campascio;10.131705;46.244671
1537;Cadera;10.051381;46.345267
1538;Sembrancher;7.146293;46.077102
1539;Etiez;7.162564;46.08281
1540;Le Châble;7.215039;46.078744
1541;Bovernier;7.082262;46.078599
1542;Martigny-Croix;7.058616;46.086564
1543;Martigny-Bourg;7.068479;46.092435
1544;La Douay;7.148738;46.052586
1545;Orsières;7.143808;46.027737
1546;Salgesch;7.578655;46.309034
1547;St-Léonard;7.41957;46.251483
1548;Collombey;6.948759;46.271181
1549;Vionnaz;6.916205;46.315025
1550;Vouvry;6.897574;46.337292
1551;Les Evouettes;6.879465;46.36286
1552;Bouveret;6.853241;46.38581
1553;St-Gingolph;6.80604;46.392132
1554;Evionnaz;7.025526;46.169243
1555;Vernayaz;7.038363;46.138542
1556;Charrat-Fully;7.126477;46.126803
1557;Saxon;7.173434;46.149377
1558;Riddes;7.21785;46.172502
1559;Chamoson-St-Pierre-de-Clages;7.240391;46.188686
1560;Ardon;7.270944;46.208585
1561;Châteauneuf-Conthey;7.305106;46.216106
1562;Langnau-Gattikon;8.543696;47.28722
1563;Wildpark-Höfli;8.535652;47.296571
1564;Sihlau;8.525247;47.303155
1565;Adliswil;8.524312;47.311781
1566;Sood-Oberleimbach;8.521441;47.319571
1567;Zürich Leimbach;8.518596;47.333252
1568;Zürich Manegg;8.520352;47.336969
1569;Zürich Brunau;8.526232;47.352124
1570;Zürich Saalsporthalle;8.520405;47.357864
1571;Zürich Giesshübel;8.521849;47.362456
1572;Zürich Selnau;8.532013;47.370672
1573;Zürich HB SZU;8.53917;47.377431
1574;Sihlwald;8.557315;47.268414
1575;Zürich Binz;8.518324;47.362966
1576;Zürich Friesenberg;8.507998;47.364285
1577;Zürich Schweighof;8.502699;47.364775
1578;Zürich Triemli;8.495378;47.368152
1579;Uitikon Waldegg;8.465034;47.366222
1580;Ringlikon;8.477376;47.360229
1581;Uetliberg;8.487653;47.352364
1582;Hard-Mumenthal;7.774871;47.233817
1583;Aarwangen Vorstadt;7.771302;47.237497
1584;Aarwangen;7.769591;47.240507
1585;Aarwangen Schloss;7.76361;47.245183
1586;Bannwil;7.740358;47.244382
1587;Holzhäusern;7.710392;47.258165
1588;Scharnageln;7.700785;47.263107
1589;Niederbipp Dorf;7.695129;47.265827
1590;Niederbipp Industrie;7.703161;47.278644
1591;Buchli;7.678378;47.263632
1592;Oberbipp;7.660973;47.259646
1593;Wiedlisbach;7.646466;47.252864
1594;Attiswil;7.613868;47.246406
1595;Flumenthal;7.596675;47.239163
1596;Riedholz;7.572328;47.231081
1597;Bei den Weihern;7.566577;47.228389
1598;Feldbrunnen;7.554649;47.220073
1599;St. Katharinen;7.549783;47.216111
1600;Solothurn Sternen;7.545577;47.212319
1601;Solothurn Baseltor;7.541163;47.209525
1602;Mühlehorn;9.172199;47.117466
1603;Murg;9.215361;47.113001
1604;Unterterzen;9.254975;47.113695
1605;Mols;9.277643;47.112507
1606;Mels;9.417027;47.05355
1607;Kaltbrunn;9.022417;47.217979
1608;Biberbrugg;8.723166;47.157124
1609;Altmatt;8.696124;47.131649
1610;Rothenthurm;8.674707;47.10555
1611;Biberegg;8.669228;47.093006
1612;Sattel-Aegeri;8.628042;47.080135
1613;Steinerberg;8.585263;47.052205
1614;Freienbach SOB;8.759373;47.20433
1615;Wilen bei Wollerau;8.734313;47.197544
1616;Wollerau;8.724482;47.195432
1617;Samstagern;8.685454;47.191957
1618;Schindellegi-Feusisberg;8.709367;47.176403
1619;Riedmatt SZ;8.712015;47.196758
1620;Einsiedeln;8.744453;47.127971
1621;Grüenfeld;8.687278;47.198289
1622;Burghalden;8.692695;47.208674
1623;Wolfenschiessen;8.394908;46.907983
1624;Dallenwil;8.392058;46.93378
1625;Stans;8.366326;46.958667
1626;Stansstad;8.336617;46.976589
1627;Hergiswil;8.310165;46.982613
1628;Horw;8.307536;47.018337
1629;Kriens Mattenhof;8.301959;47.027366
1630;Luzern Allmend/Messe;8.302797;47.035248
1631;Giswil;8.186312;46.836796
1632;Ewil Maxon;8.222322;46.860186
1633;Sachseln;8.238573;46.870968
1634;Sarnen;8.247381;46.894043
1635;Sarnen Nord;8.249114;46.900184
1636;Alpnach Dorf;8.275163;46.940513
1637;Alpnachstad;8.27773;46.955202
1638;Niederrickenbach Station;8.396194;46.927835
1639;Brienzwiler;8.090579;46.745769
1640;Brienz;8.038936;46.754841
1641;Brienz West;8.020363;46.757312
1642;Ebligen;7.990774;46.752682
1643;Oberried am Brienzersee;7.958919;46.736558
1644;Niederried;7.928669;46.716425
1645;Ringgenberg;7.899814;46.703861
1646;Brünig-Hasliberg;8.138421;46.757702
1647;Lungern;8.163558;46.78635
1648;Kaiserstuhl OW;8.175501;46.81309
1649;Grafenort;8.372403;46.870602
1650;Engelberg;8.402824;46.819396
1651;Biberist RBS;7.555387;47.18269
1652;Lohn-Lüterkofen;7.526607;47.162945
1653;Bätterkinden;7.534263;47.129712
1654;Schalunen;7.524163;47.110165
1655;Büren zum Hof;7.518806;47.095948
1656;Fraubrunnen;7.522414;47.086959
1657;Grafenried;7.511606;47.080121
1658;Jegenstorf;7.507391;47.048039
1659;Oberzollikofen;7.460496;46.996623
1660;Worblaufen;7.458399;46.978777
1661;Worb Dorf;7.562891;46.929797
1662;Worbboden;7.559525;46.933929
1663;Vechigen;7.556454;46.946759
1664;Boll-Utzigen;7.546985;46.953812
1665;Stettlen;7.524092;46.956826
1666;Deisswil;7.5142;46.957211
1667;Bolligen;7.496845;46.969796
1668;Ittigen bei Bern;7.484128;46.97331
1669;Papiermühle;7.476559;46.97423
1670;Moosseedorf;7.484848;47.016145
1671;Schönbühl Shoppyland;7.493623;47.018623
1672;Schönbühl RBS;7.497754;47.020007
1673;Urtenen;7.500645;47.028892
1674;Bern Tiefenau;7.450196;46.972743
1675;Bern Felsenau;7.444243;46.968497
1676;Unterzollikofen;7.456879;46.991964
1677;Steinibach;7.457231;46.983365
1678;Zermatt;7.748475;46.024166
1679;Täsch;7.774515;46.067459
1680;Stalden-Saas;7.870999;46.232022
1681;Kalpetran;7.83697;46.214075
1682;St. Niklaus;7.802115;46.17748
1683;Herbriggen;7.791838;46.132346
1684;Randa;7.781465;46.099931
1685;Waldenburg;7.749145;47.386256
1686;Oberdorf BL;7.749037;47.392651
1687;Oberdorf BL Winkelweg;7.749205;47.396563
1688;Niederdorf;7.751847;47.40439
1689;Hirschlang;7.75518;47.410129
1690;Hölstein Weidbächli;7.763395;47.418866
1691;Hölstein Süd;7.767741;47.423153
1692;Hölstein;7.771279;47.427253
1693;Lampenberg-Ramlinsburg;7.761206;47.442509
1694;Talhaus;7.749763;47.451444
1695;Bubendorf;7.741535;47.459588
1696;Altmarkt;7.744709;47.476416
1697;Aarau Torfeld;8.061827;47.393375
1698;Buchs AG;8.069578;47.389737
1699;Gränichen Töndler;8.092044;47.363996
1700;Gränichen;8.09878;47.361664
1701;Gränichen Oberdorf;8.106473;47.356538
1702;Bleien Liebegg;8.113536;47.343526
1703;Teufenthal AG;8.114201;47.329203
1704;Unterkulm Nord;8.11304;47.314764
1705;Unterkulm;8.115124;47.310129
1706;Oberkulm Post;8.119411;47.304104
1707;Oberkulm;8.124041;47.299076
1708;Gontenschwil;8.144791;47.280403
1709;Zetzwil;8.153013;47.282421
1710;Leimbach AG;8.167857;47.272713
1711;Reinach AG Nord;8.180882;47.258031
1712;Reinach AG Mitte;8.183383;47.254507
1713;Reinach AG;8.184321;47.249769
1714;Menziken;8.189158;47.240545
1715;Schöftland;8.050071;47.305599
1716;Schöftland Nordweg;8.050616;47.311622
1717;Hirschthal;8.052814;47.319886
1718;Obermuhen;8.055617;47.328937
1719;Mittelmuhen;8.055366;47.333562
1720;Muhen;8.053609;47.339526
1721;Muhen Nord;8.052624;47.343596
1722;Oberentfelden Engelplatz;8.046613;47.356167
1723;Oberentfelden Uerkenbrücke;8.045663;47.361074
1724;Unterentfelden Oberdorf;8.042011;47.364736
1725;Unterentfelden Post;8.044439;47.368672
1726;Distelberg;8.049243;47.375464
1727;Binzenhof;8.050577;47.38321
1728;Ste-Croix;6.50031;46.819668
1729;Trois-Villes;6.531971;46.800268
1730;Six-Fontaines;6.498853;46.774064
1731;Baulmes;6.52433;46.788917
1732;Vuiteboeuf;6.553607;46.803829
1733;Essert-sous-Champvent;6.579826;46.795339
1734;Valeyres-sous-Montagny;6.611358;46.79685
1735;La Brinaz;6.620053;46.794484
1736;Yverdon William Barbey;6.630403;46.788261
